时间,,测风塔70m风速,测风塔70m风向,温度,气压,湿度,实际发电功率
2017-1-4 3:00:00,301,4.70 ,218.1 ,0.33,827.9 ,63 ,38.7 
2017-1-4 3:15:00,302,4.60 ,223.3 ,0.22,827.9 ,64 ,36.5 
2017-1-4 3:30:00,303,4.90 ,223.7 ,-0.17,827.9 ,65 ,34.8 
2017-1-4 3:45:00,304,5.00 ,225.2 ,-0.32,827.9 ,65 ,30.9 
2017-1-4 4:00:00,305,4.90 ,225.6 ,-0.60,827.9 ,66 ,31.6 
2017-1-4 4:15:00,306,4.80 ,216.0 ,-0.48,827.9 ,66 ,29.8 
2017-1-4 4:30:00,307,4.70 ,211.8 ,-0.32,827.9 ,66 ,29.6 
2017-1-4 4:45:00,308,4.70 ,217.9 ,-0.21,827.9 ,66 ,30.4 
2017-1-4 5:00:00,309,5.00 ,220.7 ,-0.37,827.9 ,67 ,29.9 
2017-1-4 5:15:00,310,5.00 ,217.5 ,-0.48,827.7 ,67 ,30.6 
2017-1-4 5:30:00,311,4.70 ,215.6 ,-0.65,827.6 ,68 ,34.3 
2017-1-4 5:45:00,312,4.80 ,215.4 ,-0.92,827.9 ,68 ,39.8 
2017-1-4 6:00:00,313,5.40 ,209.3 ,-1.17,827.9 ,69 ,40.3 
2017-1-4 6:15:00,314,5.30 ,204.1 ,-1.20,827.3 ,70 ,43.4 
2017-1-4 6:30:00,315,4.90 ,203.0 ,-1.36,827.0 ,71 ,37.8 
2017-1-4 6:45:00,316,5.10 ,203.0 ,-1.35,827.0 ,71 ,28.7 
2017-1-4 7:00:00,317,5.40 ,203.0 ,-1.25,827.0 ,71 ,24.7 
2017-1-4 7:15:00,318,5.80 ,202.4 ,-1.01,827.0 ,71 ,25.3 
2017-1-4 7:30:00,319,6.20 ,201.9 ,-0.70,827.0 ,70 ,30.9 
2017-1-4 7:45:00,320,6.10 ,201.8 ,-1.43,827.0 ,72 ,33.7 
2017-1-4 8:00:00,321,6.10 ,201.8 ,-2.04,827.0 ,74 ,33.5 
2017-1-4 8:15:00,322,6.30 ,201.7 ,-2.22,827.0 ,75 ,35.1 
2017-1-4 8:30:00,323,6.30 ,194.3 ,-2.10,827.0 ,74 ,44.2 
2017-1-4 8:45:00,324,6.50 ,190.7 ,-2.02,827.6 ,74 ,49.0 
2017-1-4 9:00:00,325,6.60 ,189.6 ,-1.75,827.9 ,73 ,46.2 
2017-1-4 9:15:00,326,6.70 ,189.3 ,-1.28,827.9 ,72 ,52.9 
2017-1-4 9:30:00,327,6.80 ,189.9 ,-0.93,827.9 ,70 ,56.7 
2017-1-4 9:45:00,328,7.00 ,190.2 ,-0.94,828.7 ,70 ,54.7 
2017-1-4 10:00:00,329,6.90 ,190.3 ,-0.67,827.9 ,70 ,54.2 
2017-1-4 10:15:00,330,6.90 ,190.3 ,-0.27,827.9 ,69 ,48.5 
2017-1-4 10:30:00,331,6.90 ,190.4 ,0.11,828.3 ,68 ,35.4 
2017-1-4 10:45:00,332,6.60 ,190.5 ,0.46,828.6 ,66 ,36.0 
2017-1-4 11:00:00,333,6.30 ,190.5 ,0.77,827.9 ,65 ,31.4 
2017-1-4 11:15:00,334,6.30 ,190.4 ,1.15,827.9 ,63 ,27.7 
2017-1-4 11:30:00,335,6.30 ,190.5 ,1.44,827.9 ,63 ,27.3 
2017-1-4 11:45:00,336,6.20 ,192.5 ,1.32,827.9 ,63 ,26.0 
2017-1-4 12:00:00,337,6.60 ,193.9 ,1.50,827.9 ,62 ,26.8 
2017-1-4 12:15:00,338,6.30 ,194.0 ,1.70,827.9 ,62 ,22.7 
2017-1-4 12:30:00,339,6.00 ,189.9 ,1.88,827.3 ,62 ,22.9 
2017-1-4 12:45:00,340,5.80 ,180.8 ,1.86,827.0 ,63 ,27.7 
2017-1-4 13:00:00,341,5.40 ,185.0 ,2.55,827.0 ,61 ,21.3 
2017-1-4 13:15:00,342,5.10 ,187.6 ,2.56,827.0 ,63 ,15.8 
2017-1-4 13:30:00,343,5.00 ,180.9 ,2.99,827.0 ,62 ,12.9 
2017-1-4 13:45:00,344,4.90 ,178.8 ,3.07,826.3 ,60 ,11.2 
2017-1-4 14:00:00,345,5.20 ,178.3 ,3.15,826.0 ,60 ,10.8 
2017-1-4 14:15:00,346,5.20 ,177.0 ,3.51,826.0 ,58 ,9.2 
2017-1-4 14:30:00,347,5.10 ,176.5 ,3.81,826.0 ,58 ,12.7 
2017-1-4 14:45:00,348,4.90 ,184.7 ,4.01,826.0 ,57 ,12.5 
2017-1-4 15:00:00,349,4.60 ,188.7 ,4.12,826.0 ,56 ,10.1 
2017-1-4 15:15:00,350,4.20 ,189.5 ,4.30,826.0 ,56 ,7.0 
2017-1-4 15:30:00,351,4.10 ,189.4 ,4.31,826.0 ,57 ,6.6 
2017-1-4 15:45:00,352,4.10 ,188.3 ,4.42,826.0 ,57 ,4.6 
2017-1-4 16:00:00,353,3.90 ,199.1 ,4.53,826.0 ,57 ,2.3 
2017-1-4 16:15:00,354,4.00 ,214.4 ,4.56,826.0 ,56 ,0.9 
2017-1-4 16:30:00,355,3.60 ,226.0 ,4.44,826.0 ,58 ,0.7 
2017-1-4 16:45:00,356,3.50 ,217.1 ,4.37,826.0 ,58 ,1.0 
2017-1-4 17:00:00,357,3.50 ,206.4 ,4.38,826.6 ,58 ,0.9 
2017-1-4 17:15:00,358,3.20 ,213.6 ,4.15,827.0 ,59 ,0.4 
2017-1-4 17:30:00,359,3.00 ,215.1 ,3.79,827.0 ,58 ,0.2 
2017-1-4 17:45:00,360,2.50 ,214.1 ,3.21,827.0 ,59 ,0.1 
2017-1-4 18:00:00,361,2.60 ,207.2 ,2.81,827.0 ,60 ,0.1 
2017-1-4 18:15:00,362,3.00 ,216.0 ,2.55,827.0 ,60 ,0.3 
2017-1-4 18:30:00,363,2.20 ,209.2 ,2.38,826.0 ,60 ,0.7 
2017-1-4 18:45:00,364,2.10 ,203.2 ,2.23,827.0 ,61 ,0.5 
2017-1-4 19:00:00,365,2.30 ,218.8 ,2.46,827.0 ,61 ,0.3 
2017-1-4 19:15:00,366,2.40 ,208.0 ,2.54,827.0 ,61 ,0.4 
2017-1-4 19:30:00,367,2.20 ,213.2 ,2.43,827.0 ,62 ,0.9 
2017-1-4 19:45:00,368,2.10 ,217.4 ,2.16,827.0 ,63 ,1.3 
2017-1-4 20:00:00,369,2.00 ,206.8 ,2.25,827.0 ,63 ,1.6 
2017-1-4 20:15:00,370,2.00 ,221.9 ,2.18,827.2 ,63 ,2.5 
2017-1-4 20:30:00,371,1.90 ,225.7 ,1.89,827.9 ,64 ,4.0 
2017-1-4 20:45:00,372,2.00 ,224.7 ,1.99,827.9 ,64 ,5.2 
2017-1-4 21:00:00,373,2.00 ,229.1 ,1.95,827.9 ,64 ,4.3 
2017-1-4 21:15:00,374,2.30 ,233.7 ,1.85,827.3 ,64 ,2.5 
2017-1-4 21:30:00,375,2.20 ,217.3 ,1.72,827.0 ,65 ,1.2 
2017-1-4 21:45:00,376,2.20 ,196.6 ,1.71,827.6 ,64 ,1.6 
2017-1-4 22:00:00,377,2.60 ,205.4 ,1.51,827.9 ,65 ,1.5 
2017-1-4 22:15:00,378,2.30 ,200.6 ,1.61,827.9 ,66 ,0.7 
2017-1-4 22:30:00,379,2.50 ,211.2 ,1.47,827.9 ,66 ,1.2 
2017-1-4 22:45:00,380,3.30 ,219.2 ,1.33,827.9 ,67 ,2.1 
2017-1-4 23:00:00,381,3.60 ,207.4 ,1.19,827.9 ,69 ,3.7 
2017-1-4 23:15:00,382,3.50 ,186.4 ,1.03,827.9 ,69 ,2.8 
2017-1-4 23:30:00,383,3.40 ,217.4 ,0.76,827.9 ,70 ,2.3 
2017-1-4 23:45:00,384,3.50 ,213.8 ,0.90,827.9 ,71 ,2.0 
2017-1-5 0:00:00,385,3.80 ,164.2 ,0.82,827.9 ,71 ,2.4 
2017-1-5 0:15:00,386,3.90 ,175.2 ,0.49,827.9 ,72 ,6.5 
2017-1-5 0:30:00,387,4.10 ,138.2 ,0.05,827.9 ,73 ,10.0 
2017-1-5 0:45:00,388,4.10 ,117.4 ,-0.10,827.9 ,74 ,7.9 
2017-1-5 1:00:00,389,4.50 ,108.4 ,-0.21,827.9 ,74 ,5.7 
2017-1-5 1:15:00,390,4.50 ,99.7 ,-0.25,827.9 ,75 ,4.8 
2017-1-5 1:30:00,391,4.90 ,98.2 ,-0.28,827.9 ,76 ,4.0 
2017-1-5 1:45:00,392,4.90 ,95.1 ,-0.33,827.9 ,76 ,3.3 
2017-1-5 2:00:00,393,4.30 ,97.2 ,-0.22,827.4 ,77 ,2.6 
2017-1-5 2:15:00,394,4.60 ,98.5 ,-0.09,827.0 ,76 ,1.3 
2017-1-5 2:30:00,395,4.90 ,97.5 ,-0.74,827.9 ,78 ,1.2 
2017-1-5 2:45:00,396,5.30 ,98.3 ,-0.44,827.9 ,78 ,2.5 
2017-1-5 3:00:00,397,5.60 ,103.4 ,-0.06,827.9 ,77 ,3.3 
2017-1-5 3:15:00,398,5.20 ,103.0 ,0.44,827.9 ,75 ,1.5 
2017-1-5 3:30:00,399,5.40 ,97.7 ,0.32,827.9 ,75 ,1.0 
2017-1-5 3:45:00,400,5.70 ,97.5 ,0.00,827.9 ,76 ,3.0 
2017-1-5 4:00:00,401,5.80 ,97.3 ,-0.21,827.9 ,77 ,2.7 
2017-1-5 4:15:00,402,5.80 ,95.2 ,-1.02,827.9 ,79 ,1.0 
2017-1-5 4:30:00,403,5.70 ,88.5 ,-0.34,827.9 ,78 ,1.2 
2017-1-5 4:45:00,404,5.80 ,91.0 ,-0.49,827.9 ,78 ,0.9 
2017-1-5 5:00:00,405,5.90 ,94.2 ,-1.63,827.9 ,81 ,0.2 
2017-1-5 5:15:00,406,6.10 ,96.6 ,-1.32,827.9 ,82 ,0.3 
2017-1-5 5:30:00,407,6.10 ,97.5 ,-0.02,827.9 ,76 ,0.4 
2017-1-5 5:45:00,408,5.80 ,97.3 ,-0.03,827.9 ,76 ,0.1 
2017-1-5 6:00:00,409,5.90 ,97.2 ,0.39,827.9 ,74 ,0.0 
2017-1-5 6:15:00,410,6.00 ,106.3 ,-0.35,827.9 ,77 ,0.0 
2017-1-5 6:30:00,411,5.90 ,107.9 ,-0.92,827.9 ,79 ,0.0 
2017-1-5 6:45:00,412,6.10 ,103.8 ,-0.32,827.9 ,77 ,0.0 
2017-1-5 7:00:00,413,6.10 ,110.7 ,-0.33,827.9 ,75 ,0.0 
2017-1-5 7:15:00,414,5.80 ,113.1 ,-0.01,827.9 ,73 ,0.0 
2017-1-5 7:30:00,415,5.20 ,119.3 ,1.11,827.9 ,68 ,0.0 
2017-1-5 7:45:00,416,4.80 ,115.0 ,1.37,827.9 ,66 ,0.0 
2017-1-5 8:00:00,417,4.70 ,118.9 ,1.52,827.9 ,65 ,0.0 
2017-1-5 8:15:00,418,4.50 ,116.6 ,0.52,827.9 ,68 ,0.6 
2017-1-5 8:30:00,419,4.90 ,119.8 ,-0.59,827.9 ,73 ,2.7 
2017-1-5 8:45:00,420,5.00 ,121.3 ,-0.71,828.2 ,77 ,6.0 
2017-1-5 9:00:00,421,4.70 ,132.4 ,-0.02,829.0 ,73 ,8.2 
2017-1-5 9:15:00,422,4.60 ,131.1 ,0.12,829.0 ,73 ,9.2 
2017-1-5 9:30:00,423,4.50 ,115.6 ,-0.10,829.0 ,75 ,11.4 
2017-1-5 9:45:00,424,4.70 ,124.6 ,-0.26,829.0 ,79 ,14.0 
2017-1-5 10:00:00,425,4.60 ,133.0 ,-0.74,829.0 ,82 ,16.9 
2017-1-5 10:15:00,426,4.50 ,139.2 ,-1.14,830.0 ,85 ,18.6 
2017-1-5 10:30:00,427,4.80 ,135.7 ,-1.63,830.0 ,86 ,21.1 
2017-1-5 10:45:00,428,4.90 ,138.8 ,-1.69,829.7 ,86 ,23.1 
2017-1-5 11:00:00,429,4.70 ,138.1 ,-1.75,829.9 ,86 ,23.9 
2017-1-5 11:15:00,430,4.50 ,142.9 ,-1.38,829.0 ,85 ,28.7 
2017-1-5 11:30:00,431,4.50 ,145.5 ,-0.99,829.0 ,84 ,31.0 
2017-1-5 11:45:00,432,4.40 ,152.7 ,-0.89,829.6 ,83 ,35.7 
2017-1-5 12:00:00,433,4.30 ,148.7 ,-0.30,829.0 ,83 ,33.1 
2017-1-5 12:15:00,434,4.40 ,144.7 ,-0.03,829.0 ,83 ,38.6 
2017-1-5 12:30:00,435,4.40 ,142.8 ,0.20,829.0 ,82 ,43.1 
2017-1-5 12:45:00,436,4.70 ,143.2 ,0.73,829.0 ,79 ,44.4 
2017-1-5 13:00:00,437,4.70 ,143.6 ,1.08,828.6 ,79 ,46.4 
2017-1-5 13:15:00,438,5.10 ,146.9 ,1.83,827.9 ,75 ,50.1 
2017-1-5 13:30:00,439,5.60 ,152.8 ,1.60,827.9 ,75 ,49.7 
2017-1-5 13:45:00,440,6.30 ,153.7 ,2.31,827.9 ,74 ,50.2 
2017-1-5 14:00:00,441,7.20 ,154.0 ,2.44,827.9 ,73 ,50.9 
2017-1-5 14:15:00,442,7.50 ,149.4 ,2.56,827.9 ,72 ,55.2 
2017-1-5 14:30:00,443,7.50 ,151.5 ,2.84,827.2 ,70 ,54.4 
2017-1-5 14:45:00,444,7.00 ,148.5 ,3.20,827.0 ,68 ,54.4 
2017-1-5 15:00:00,445,6.90 ,147.7 ,3.44,827.0 ,66 ,51.5 
2017-1-5 15:15:00,446,6.70 ,144.4 ,3.45,827.0 ,66 ,54.0 
2017-1-5 15:30:00,447,6.70 ,145.2 ,3.57,827.0 ,65 ,54.5 
2017-1-5 15:45:00,448,6.60 ,142.3 ,3.45,827.0 ,66 ,53.7 
2017-1-5 16:00:00,449,6.80 ,138.4 ,3.28,827.0 ,66 ,55.5 
2017-1-5 16:15:00,450,6.90 ,132.0 ,3.33,827.0 ,66 ,60.6 
2017-1-5 16:30:00,451,6.30 ,135.4 ,3.07,827.0 ,67 ,61.4 
2017-1-5 16:45:00,452,6.40 ,128.9 ,2.74,827.0 ,69 ,66.4 
2017-1-5 17:00:00,453,5.80 ,127.7 ,2.61,827.7 ,70 ,63.2 
2017-1-5 17:15:00,454,5.70 ,140.9 ,2.24,827.9 ,71 ,59.9 
2017-1-5 17:30:00,455,5.90 ,141.6 ,1.74,827.9 ,73 ,60.7 
2017-1-5 17:45:00,456,6.30 ,145.3 ,1.25,827.9 ,76 ,65.2 
2017-1-5 18:00:00,457,7.10 ,150.0 ,0.81,827.0 ,78 ,69.0 
2017-1-5 18:15:00,458,6.40 ,143.3 ,0.50,827.4 ,79 ,67.3 
2017-1-5 18:30:00,459,6.40 ,139.8 ,0.24,827.9 ,81 ,69.7 
2017-1-5 18:45:00,460,7.20 ,144.0 ,-0.14,827.9 ,83 ,71.5 
2017-1-5 19:00:00,461,7.90 ,143.4 ,-0.32,827.9 ,84 ,73.4 
2017-1-5 19:15:00,462,7.50 ,150.6 ,-0.49,827.9 ,85 ,71.6 
2017-1-5 19:30:00,463,6.50 ,151.3 ,-0.76,827.9 ,86 ,73.7 
2017-1-5 19:45:00,464,6.70 ,148.2 ,-0.86,827.9 ,86 ,77.8 
2017-1-5 20:00:00,465,6.90 ,160.8 ,-1.30,827.9 ,87 ,83.0 
2017-1-5 20:15:00,466,7.50 ,157.9 ,-1.44,827.9 ,88 ,79.8 
2017-1-5 20:30:00,467,6.80 ,159.7 ,-1.33,827.9 ,89 ,77.4 
2017-1-5 20:45:00,468,6.40 ,147.5 ,-1.36,827.9 ,90 ,76.9 
2017-1-5 21:00:00,469,6.80 ,156.1 ,-1.33,827.9 ,90 ,76.6 
2017-1-5 21:15:00,470,6.90 ,152.1 ,-1.34,829.0 ,91 ,78.4 
2017-1-5 21:30:00,471,6.80 ,148.5 ,-1.73,829.0 ,92 ,78.1 
2017-1-5 21:45:00,472,6.10 ,149.2 ,-2.29,829.0 ,95 ,84.7 
2017-1-5 22:00:00,473,6.10 ,157.6 ,-2.73,829.0 ,97 ,78.9 
2017-1-5 22:15:00,474,6.00 ,160.3 ,-2.61,829.0 ,98 ,67.7 
2017-1-5 22:30:00,475,7.40 ,155.0 ,-2.49,829.0 ,98 ,57.4 
2017-1-5 22:45:00,476,7.50 ,145.3 ,-2.39,829.0 ,98 ,49.5 
2017-1-5 23:00:00,477,7.00 ,147.5 ,-2.37,829.0 ,99 ,42.3 
2017-1-5 23:15:00,478,6.90 ,147.9 ,-2.40,830.0 ,99 ,39.5 
2017-1-5 23:30:00,479,7.40 ,146.2 ,-2.39,830.0 ,99 ,34.2 
2017-1-5 23:45:00,480,7.00 ,144.6 ,-2.39,830.0 ,99 ,32.7 
2017-1-6 0:00:00,481,6.40 ,148.9 ,-2.41,830.0 ,99 ,32.2 
2017-1-6 0:15:00,482,6.60 ,149.0 ,-2.41,830.0 ,99 ,32.1 
2017-1-6 0:30:00,483,7.00 ,134.6 ,-2.41,830.0 ,99 ,28.8 
2017-1-6 0:45:00,484,7.20 ,130.6 ,-2.42,830.0 ,99 ,29.0 
2017-1-6 1:00:00,485,7.00 ,114.7 ,-2.44,830.0 ,99 ,27.2 
2017-1-6 1:15:00,486,6.30 ,112.9 ,-2.46,829.2 ,99 ,25.5 
2017-1-6 1:30:00,487,6.50 ,114.7 ,-2.50,829.0 ,99 ,21.0 
2017-1-6 1:45:00,488,6.60 ,116.7 ,-2.53,829.0 ,99 ,14.2 
2017-1-6 2:00:00,489,7.00 ,130.4 ,-2.60,829.0 ,99 ,9.3 
2017-1-6 2:15:00,490,6.50 ,131.4 ,-2.62,829.0 ,99 ,6.5 
2017-1-6 2:30:00,491,6.50 ,136.1 ,-2.68,829.0 ,99 ,6.2 
2017-1-6 2:45:00,492,6.10 ,140.2 ,-2.76,829.0 ,99 ,5.4 
2017-1-6 3:00:00,493,5.90 ,147.9 ,-3.32,829.0 ,99 ,2.8 
2017-1-6 3:15:00,494,6.40 ,154.6 ,-4.06,829.0 ,98 ,2.0 
2017-1-6 3:30:00,495,6.30 ,150.0 ,-4.10,829.0 ,98 ,0.6 
2017-1-6 3:45:00,496,5.90 ,148.8 ,-3.89,829.0 ,97 ,0.2 
2017-1-6 4:00:00,497,5.90 ,163.8 ,-3.08,829.0 ,98 ,0.1 
2017-1-6 4:15:00,498,5.90 ,164.2 ,-3.05,829.0 ,98 ,0.3 
2017-1-6 4:30:00,499,5.90 ,153.5 ,-3.17,829.0 ,98 ,1.1 
2017-1-6 4:45:00,500,5.90 ,145.7 ,-3.09,829.0 ,98 ,0.7 
2017-1-6 5:00:00,501,5.70 ,137.7 ,-3.17,829.0 ,98 ,1.0 
2017-1-6 5:15:00,502,5.50 ,145.0 ,-3.13,829.0 ,98 ,1.3 
2017-1-6 5:30:00,503,5.30 ,158.6 ,-3.07,829.0 ,98 ,1.7 
2017-1-6 5:45:00,504,5.40 ,153.7 ,-3.12,829.0 ,98 ,1.8 
2017-1-6 6:00:00,505,5.50 ,145.1 ,-3.66,828.5 ,98 ,3.1 
2017-1-6 6:15:00,506,5.20 ,144.9 ,-4.40,827.9 ,94 ,3.3 
2017-1-6 6:30:00,507,5.50 ,147.9 ,-4.19,827.9 ,91 ,4.4 
2017-1-6 6:45:00,508,5.50 ,128.9 ,-4.16,827.9 ,86 ,4.6 
2017-1-6 7:00:00,509,5.50 ,129.5 ,-4.09,827.9 ,83 ,3.4 
2017-1-6 7:15:00,510,5.60 ,129.0 ,-3.76,828.4 ,80 ,2.7 
2017-1-6 7:30:00,511,5.50 ,123.1 ,-4.47,829.0 ,84 ,2.4 
2017-1-6 7:45:00,512,5.30 ,126.4 ,-4.55,829.0 ,80 ,3.8 
2017-1-6 8:00:00,513,5.00 ,120.2 ,-3.98,829.0 ,71 ,6.4 
2017-1-6 8:15:00,514,5.20 ,120.7 ,-4.09,829.0 ,71 ,9.0 
2017-1-6 8:30:00,515,5.00 ,170.0 ,-3.97,829.0 ,71 ,9.8 
2017-1-6 8:45:00,516,5.40 ,223.3 ,-4.16,829.0 ,69 ,15.5 
2017-1-6 9:00:00,517,5.00 ,214.4 ,-4.38,829.0 ,68 ,21.5 
2017-1-6 9:15:00,518,5.30 ,197.5 ,-4.85,829.0 ,65 ,29.4 
2017-1-6 9:30:00,519,5.80 ,161.3 ,-5.08,829.0 ,63 ,38.0 
2017-1-6 9:45:00,520,5.70 ,131.4 ,-5.44,829.6 ,62 ,43.8 
2017-1-6 10:00:00,521,5.50 ,115.5 ,-5.71,830.0 ,63 ,41.1 
2017-1-6 10:15:00,522,5.40 ,110.9 ,-5.91,830.0 ,65 ,33.0 
2017-1-6 10:30:00,523,5.00 ,99.8 ,-6.22,830.0 ,66 ,26.4 
2017-1-6 10:45:00,524,5.10 ,102.0 ,-6.31,830.6 ,67 ,20.9 
2017-1-6 11:00:00,525,5.10 ,69.8 ,-6.40,831.0 ,68 ,18.0 
2017-1-6 11:15:00,526,5.00 ,56.6 ,-6.51,831.0 ,69 ,16.7 
2017-1-6 11:30:00,527,4.70 ,63.7 ,-6.45,831.0 ,71 ,17.0 
2017-1-6 11:45:00,528,4.70 ,73.2 ,-6.53,830.6 ,72 ,14.5 
2017-1-6 12:00:00,529,4.80 ,74.5 ,-6.56,830.0 ,73 ,14.3 
2017-1-6 12:15:00,530,4.50 ,79.6 ,-6.61,830.0 ,76 ,18.4 
2017-1-6 12:30:00,531,4.30 ,83.3 ,-6.73,830.0 ,77 ,21.4 
2017-1-6 12:45:00,532,4.20 ,82.4 ,-6.70,830.0 ,78 ,22.9 
2017-1-6 13:00:00,533,4.30 ,88.0 ,-6.52,830.0 ,78 ,22.8 
2017-1-6 13:15:00,534,4.50 ,96.7 ,-6.36,830.0 ,78 ,21.2 
2017-1-6 13:30:00,535,4.30 ,95.3 ,-6.36,829.6 ,76 ,19.9 
2017-1-6 13:45:00,536,4.50 ,94.7 ,-6.37,829.7 ,75 ,20.5 
2017-1-6 14:00:00,537,4.30 ,94.8 ,-6.28,829.6 ,74 ,19.7 
2017-1-6 14:15:00,538,4.30 ,97.0 ,-6.24,829.0 ,74 ,18.1 
2017-1-6 14:30:00,539,4.60 ,96.2 ,-5.95,829.0 ,73 ,21.3 
2017-1-6 14:45:00,540,4.80 ,97.2 ,-5.95,829.0 ,72 ,27.9 
2017-1-6 15:00:00,541,4.70 ,95.9 ,-5.86,829.0 ,69 ,30.9 
2017-1-6 15:15:00,542,4.20 ,94.3 ,-5.81,829.0 ,68 ,31.5 
2017-1-6 15:30:00,543,3.60 ,93.2 ,-5.87,829.0 ,69 ,33.0 
2017-1-6 15:45:00,544,4.00 ,92.2 ,-5.85,829.3 ,70 ,33.7 
2017-1-6 16:00:00,545,4.50 ,87.5 ,-5.81,830.0 ,70 ,36.7 
2017-1-6 16:15:00,546,4.70 ,87.6 ,-5.85,830.0 ,71 ,33.2 
2017-1-6 16:30:00,547,4.30 ,91.7 ,-6.02,830.0 ,72 ,34.4 
2017-1-6 16:45:00,548,4.90 ,91.5 ,-6.02,830.0 ,75 ,37.1 
2017-1-6 17:00:00,549,5.70 ,95.7 ,-5.96,830.0 ,77 ,35.8 
2017-1-6 17:15:00,550,5.30 ,90.7 ,-5.92,830.0 ,75 ,33.7 
2017-1-6 17:30:00,551,4.90 ,86.6 ,-5.85,830.0 ,72 ,35.3 
2017-1-6 17:45:00,552,4.90 ,86.0 ,-5.80,830.0 ,70 ,40.1 
2017-1-6 18:00:00,553,4.90 ,86.2 ,-5.77,830.0 ,71 ,35.2 
2017-1-6 18:15:00,554,4.80 ,85.5 ,-5.48,830.0 ,68 ,29.0 
2017-1-6 18:30:00,555,4.70 ,88.6 ,-5.65,830.0 ,64 ,27.1 
2017-1-6 18:45:00,556,4.60 ,90.4 ,-5.73,830.0 ,63 ,32.8 
2017-1-6 19:00:00,557,4.30 ,93.4 ,-5.97,830.0 ,62 ,32.5 
2017-1-6 19:15:00,558,4.20 ,94.4 ,-6.17,830.7 ,62 ,31.6 
2017-1-6 19:30:00,559,4.30 ,87.3 ,-6.29,831.0 ,62 ,32.7 
2017-1-6 19:45:00,560,4.10 ,83.9 ,-6.29,831.0 ,62 ,39.0 
2017-1-6 20:00:00,561,4.10 ,83.2 ,-6.33,831.0 ,62 ,44.8 
2017-1-6 20:15:00,562,3.90 ,82.7 ,-6.39,831.0 ,63 ,52.3 
2017-1-6 20:30:00,563,3.90 ,80.8 ,-6.42,831.0 ,63 ,53.7 
2017-1-6 20:45:00,564,3.80 ,97.0 ,-6.43,831.0 ,63 ,52.6 
2017-1-6 21:00:00,565,3.90 ,108.1 ,-6.46,831.0 ,63 ,46.0 
2017-1-6 21:15:00,566,3.90 ,120.1 ,-6.51,831.0 ,64 ,42.3 
2017-1-6 21:30:00,567,3.90 ,125.4 ,-6.40,831.0 ,64 ,38.7 
2017-1-6 21:45:00,568,3.90 ,123.5 ,-6.48,831.0 ,64 ,40.3 
2017-1-6 22:00:00,569,4.20 ,121.0 ,-6.34,831.0 ,63 ,40.2 
2017-1-6 22:15:00,570,4.40 ,121.3 ,-6.31,831.0 ,63 ,34.9 
2017-1-6 22:30:00,571,4.40 ,123.9 ,-6.21,831.0 ,63 ,26.2 
2017-1-6 22:45:00,572,3.90 ,125.2 ,-6.06,831.0 ,62 ,23.3 
2017-1-6 23:00:00,573,3.80 ,129.9 ,-6.28,831.9 ,63 ,24.3 
2017-1-6 23:15:00,574,3.70 ,131.2 ,-6.35,832.0 ,64 ,21.3 
2017-1-6 23:30:00,575,3.50 ,130.1 ,-6.19,832.0 ,63 ,18.5 
2017-1-6 23:45:00,576,3.50 ,115.9 ,-6.28,832.0 ,63 ,20.8 
2017-1-7 0:00:00,577,3.40 ,111.9 ,-6.09,832.0 ,63 ,24.4 
2017-1-7 0:15:00,578,3.40 ,121.9 ,-6.00,831.6 ,63 ,26.4 
2017-1-7 0:30:00,579,3.40 ,125.5 ,-6.38,831.0 ,63 ,27.0 
2017-1-7 0:45:00,580,3.50 ,110.5 ,-6.73,831.0 ,64 ,26.2 
2017-1-7 1:00:00,581,3.70 ,105.4 ,-7.01,831.0 ,64 ,24.8 
2017-1-7 1:15:00,582,3.40 ,96.2 ,-7.44,831.0 ,66 ,22.2 
2017-1-7 1:30:00,583,3.40 ,105.3 ,-7.57,831.0 ,67 ,21.1 
2017-1-7 1:45:00,584,3.40 ,105.4 ,-7.65,831.0 ,68 ,20.2 
2017-1-7 2:00:00,585,3.50 ,99.2 ,-7.56,831.0 ,68 ,21.1 
2017-1-7 2:15:00,586,3.70 ,103.8 ,-7.53,831.0 ,64 ,20.4 
2017-1-7 2:30:00,587,3.60 ,106.4 ,-7.61,831.0 ,62 ,15.0 
2017-1-7 2:45:00,588,3.40 ,103.6 ,-7.36,831.0 ,58 ,11.3 
2017-1-7 3:00:00,589,3.30 ,114.0 ,-7.15,831.0 ,54 ,9.7 
2017-1-7 3:15:00,590,3.50 ,132.6 ,-7.07,831.0 ,53 ,7.9 
2017-1-7 3:30:00,591,3.10 ,132.0 ,-7.13,831.0 ,52 ,7.2 
2017-1-7 3:45:00,592,3.30 ,152.2 ,-7.06,831.0 ,51 ,8.3 
2017-1-7 4:00:00,593,3.10 ,167.5 ,-6.88,830.2 ,49 ,7.4 
2017-1-7 4:15:00,594,3.00 ,134.4 ,-7.09,830.0 ,50 ,7.1 
2017-1-7 4:30:00,595,3.10 ,121.8 ,-7.44,830.0 ,53 ,6.9 
2017-1-7 4:45:00,596,3.00 ,130.4 ,-7.31,830.0 ,56 ,4.2 
2017-1-7 5:00:00,597,2.80 ,139.7 ,-7.12,830.0 ,59 ,2.5 
2017-1-7 5:15:00,598,2.40 ,166.1 ,-7.10,830.0 ,60 ,2.0 
2017-1-7 5:30:00,599,2.20 ,148.7 ,-7.44,830.0 ,61 ,1.8 
