时间,,测风塔70m风速,测风塔70m风向,温度,气压,湿度,实际发电功率
2017-2-1 0:00:00,2977,4.10 ,230.6 ,-7.02,834.0 ,38 ,0.6 
2017-2-1 0:15:00,2978,4.50 ,222.3 ,-7.37,834.0 ,39 ,3.8 
2017-2-1 0:30:00,2979,4.10 ,268.4 ,-7.51,834.0 ,39 ,5.9 
2017-2-1 0:45:00,2980,4.20 ,297.2 ,-7.70,834.0 ,40 ,8.4 
2017-2-1 1:00:00,2981,4.90 ,262.5 ,-7.42,834.0 ,39 ,10.1 
2017-2-1 1:15:00,2982,5.20 ,275.6 ,-7.28,834.0 ,39 ,13.6 
2017-2-1 1:30:00,2983,4.80 ,284.1 ,-7.57,834.0 ,39 ,16.1 
2017-2-1 1:45:00,2984,4.80 ,285.6 ,-7.63,834.0 ,40 ,14.2 
2017-2-1 2:00:00,2985,4.80 ,293.9 ,-7.62,834.0 ,40 ,16.0 
2017-2-1 2:15:00,2986,5.00 ,300.1 ,-7.74,834.0 ,40 ,18.1 
2017-2-1 2:30:00,2987,5.10 ,298.3 ,-7.55,834.7 ,40 ,10.2 
2017-2-1 2:45:00,2988,5.20 ,291.3 ,-7.54,835.0 ,40 ,21.0 
2017-2-1 3:00:00,2989,5.70 ,292.2 ,-7.53,835.0 ,41 ,9.4 
2017-2-1 3:15:00,2990,5.60 ,286.3 ,-7.26,835.0 ,41 ,6.0 
2017-2-1 3:30:00,2991,5.70 ,332.3 ,-7.13,835.0 ,41 ,27.5 
2017-2-1 3:45:00,2992,5.60 ,332.6 ,-6.82,835.7 ,40 ,25.1 
2017-2-1 4:00:00,2993,5.10 ,322.2 ,-6.81,836.0 ,41 ,22.3 
2017-2-1 4:15:00,2994,5.30 ,327.3 ,-6.34,836.0 ,41 ,22.9 
2017-2-1 4:30:00,2995,5.90 ,310.5 ,-6.21,835.3 ,41 ,26.3 
2017-2-1 4:45:00,2996,5.30 ,301.1 ,-5.61,835.0 ,41 ,23.2 
2017-2-1 5:00:00,2997,5.50 ,304.4 ,-4.90,835.0 ,39 ,16.0 
2017-2-1 5:15:00,2998,5.30 ,312.3 ,-4.72,835.0 ,38 ,14.7 
2017-2-1 5:30:00,2999,5.90 ,330.5 ,-4.33,835.0 ,37 ,15.6 
2017-2-1 5:45:00,3000,5.80 ,334.0 ,-3.91,835.0 ,36 ,14.8 
2017-2-1 6:00:00,3001,6.00 ,327.3 ,-3.84,835.0 ,36 ,12.8 
2017-2-1 6:15:00,3002,6.60 ,319.2 ,-3.93,834.9 ,36 ,10.5 
2017-2-1 6:30:00,3003,6.60 ,315.4 ,-3.19,834.0 ,35 ,10.6 
2017-2-1 6:45:00,3004,5.40 ,325.1 ,-3.22,834.0 ,35 ,15.7 
2017-2-1 7:00:00,3005,4.70 ,345.1 ,-3.59,834.0 ,36 ,17.5 
2017-2-1 7:15:00,3006,4.20 ,353.6 ,-3.13,834.0 ,35 ,24.3 
2017-2-1 7:30:00,3007,4.40 ,343.4 ,-2.85,834.0 ,35 ,13.3 
2017-2-1 7:45:00,3008,4.00 ,339.6 ,-2.37,833.7 ,35 ,16.5 
2017-2-1 8:00:00,3009,4.00 ,330.8 ,-2.17,833.3 ,34 ,17.7 
2017-2-1 8:15:00,3010,4.40 ,334.0 ,-2.02,832.9 ,34 ,19.7 
2017-2-1 8:30:00,3011,5.00 ,339.5 ,-1.98,832.9 ,34 ,19.1 
2017-2-1 8:45:00,3012,5.50 ,338.6 ,-2.03,832.9 ,34 ,19.5 
2017-2-1 9:00:00,3013,5.70 ,342.5 ,-2.40,832.9 ,34 ,18.0 
2017-2-1 9:15:00,3014,5.70 ,332.6 ,-2.19,832.9 ,34 ,19.6 
2017-2-1 9:30:00,3015,6.30 ,324.7 ,-2.15,832.9 ,34 ,19.1 
2017-2-1 9:45:00,3016,6.80 ,317.1 ,-1.82,832.9 ,33 ,15.6 
2017-2-1 10:00:00,3017,6.20 ,317.3 ,-1.92,832.9 ,34 ,11.3 
2017-2-1 10:15:00,3018,6.00 ,317.0 ,-1.80,832.9 ,33 ,13.4 
2017-2-1 10:30:00,3019,5.90 ,314.9 ,-1.59,832.9 ,33 ,13.3 
2017-2-1 10:45:00,3020,6.70 ,316.0 ,-1.53,832.9 ,33 ,14.0 
2017-2-1 11:00:00,3021,7.40 ,325.0 ,-1.57,832.9 ,33 ,17.6 
2017-2-1 11:15:00,3022,7.80 ,323.2 ,-1.55,832.9 ,34 ,19.5 
2017-2-1 11:30:00,3023,7.90 ,330.8 ,-1.45,832.9 ,34 ,17.1 
2017-2-1 11:45:00,3024,7.90 ,325.9 ,-1.52,832.9 ,35 ,19.9 
2017-2-1 12:00:00,3025,7.50 ,324.6 ,-1.45,832.9 ,35 ,16.7 
2017-2-1 12:15:00,3026,6.50 ,329.3 ,-1.62,832.9 ,36 ,17.9 
2017-2-1 12:30:00,3027,5.90 ,325.0 ,-1.84,832.6 ,37 ,27.0 
2017-2-1 12:45:00,3028,5.60 ,345.9 ,-2.15,832.9 ,38 ,30.4 
2017-2-1 13:00:00,3029,5.20 ,186.7 ,-2.50,832.9 ,39 ,31.3 
2017-2-1 13:15:00,3030,4.70 ,38.1 ,-2.93,832.9 ,40 ,31.0 
2017-2-1 13:30:00,3031,4.40 ,11.7 ,-3.32,832.9 ,41 ,31.5 
2017-2-1 13:45:00,3032,4.50 ,26.8 ,-3.59,832.9 ,41 ,30.0 
2017-2-1 14:00:00,3033,5.10 ,35.2 ,-3.57,832.9 ,42 ,30.5 
2017-2-1 14:15:00,3034,5.30 ,32.0 ,-3.69,832.9 ,42 ,29.8 
2017-2-1 14:30:00,3035,6.50 ,42.3 ,-3.95,832.9 ,43 ,29.3 
2017-2-1 14:45:00,3036,6.40 ,47.6 ,-3.53,832.9 ,42 ,29.3 
2017-2-1 15:00:00,3037,6.00 ,47.3 ,-3.04,832.9 ,41 ,29.5 
2017-2-1 15:15:00,3038,5.90 ,50.9 ,-3.27,832.9 ,42 ,31.0 
2017-2-1 15:30:00,3039,5.80 ,54.9 ,-3.20,832.9 ,42 ,30.6 
2017-2-1 15:45:00,3040,5.40 ,56.1 ,-3.17,832.9 ,42 ,29.4 
2017-2-1 16:00:00,3041,5.60 ,62.0 ,-3.50,832.9 ,44 ,28.3 
2017-2-1 16:15:00,3042,6.00 ,63.5 ,-3.76,832.0 ,45 ,27.3 
2017-2-1 16:30:00,3043,6.50 ,62.0 ,-3.64,832.4 ,47 ,15.3 
2017-2-1 16:45:00,3044,6.90 ,69.7 ,-3.86,832.6 ,49 ,18.8 
2017-2-1 17:00:00,3045,7.10 ,75.5 ,-3.85,832.0 ,50 ,21.1 
2017-2-1 17:15:00,3046,6.80 ,62.4 ,-3.92,832.9 ,51 ,21.8 
2017-2-1 17:30:00,3047,6.10 ,56.0 ,-4.12,832.9 ,53 ,21.3 
2017-2-1 17:45:00,3048,6.00 ,57.5 ,-3.97,832.9 ,53 ,22.4 
2017-2-1 18:00:00,3049,6.00 ,60.9 ,-3.87,832.0 ,54 ,19.5 
2017-2-1 18:15:00,3050,5.20 ,61.3 ,-3.77,832.0 ,55 ,19.5 
2017-2-1 18:30:00,3051,5.10 ,59.6 ,-3.70,832.0 ,55 ,21.8 
2017-2-1 18:45:00,3052,4.50 ,61.6 ,-3.70,832.0 ,56 ,23.3 
2017-2-1 19:00:00,3053,3.70 ,56.4 ,-3.73,832.0 ,56 ,24.9 
2017-2-1 19:15:00,3054,3.60 ,56.4 ,-3.81,832.0 ,57 ,27.0 
2017-2-1 19:30:00,3055,3.30 ,59.2 ,-3.84,832.0 ,58 ,29.1 
2017-2-1 19:45:00,3056,3.50 ,57.0 ,-3.85,831.6 ,58 ,30.3 
2017-2-1 20:00:00,3057,3.40 ,49.7 ,-3.92,831.0 ,59 ,25.6 
2017-2-1 20:15:00,3058,3.80 ,48.2 ,-4.06,831.0 ,59 ,22.2 
2017-2-1 20:30:00,3059,4.40 ,56.4 ,-4.11,831.3 ,60 ,19.4 
2017-2-1 20:45:00,3060,4.50 ,51.5 ,-4.18,831.3 ,60 ,18.2 
2017-2-1 21:00:00,3061,3.60 ,40.5 ,-4.34,831.0 ,61 ,18.7 
2017-2-1 21:15:00,3062,3.60 ,42.7 ,-4.50,831.0 ,61 ,19.7 
2017-2-1 21:30:00,3063,3.70 ,59.1 ,-4.68,831.0 ,62 ,17.6 
2017-2-1 21:45:00,3064,3.70 ,42.9 ,-4.89,831.0 ,63 ,17.2 
2017-2-1 22:00:00,3065,3.30 ,24.1 ,-5.14,831.0 ,64 ,20.8 
2017-2-1 22:15:00,3066,3.40 ,19.3 ,-5.42,831.0 ,65 ,20.8 
2017-2-1 22:30:00,3067,3.10 ,21.3 ,-5.52,831.0 ,67 ,18.0 
2017-2-1 22:45:00,3068,2.30 ,24.7 ,-5.44,831.0 ,67 ,11.0 
2017-2-1 23:00:00,3069,2.40 ,17.8 ,-5.46,831.0 ,68 ,7.3 
2017-2-1 23:15:00,3070,2.60 ,13.0 ,-5.47,831.0 ,68 ,6.8 
2017-2-1 23:30:00,3071,2.80 ,15.7 ,-5.49,831.0 ,70 ,9.3 
2017-2-1 23:45:00,3072,3.00 ,16.7 ,-5.55,831.0 ,71 ,13.0 
2017-2-2 0:00:00,3073,3.20 ,17.5 ,-5.62,830.0 ,72 ,16.0 
2017-2-2 0:15:00,3074,3.50 ,16.3 ,-5.66,830.0 ,73 ,16.7 
2017-2-2 0:30:00,3075,4.00 ,19.4 ,-5.75,830.0 ,73 ,15.1 
2017-2-2 0:45:00,3076,4.40 ,25.1 ,-5.81,830.3 ,73 ,10.5 
2017-2-2 1:00:00,3077,4.60 ,22.8 ,-5.87,831.0 ,74 ,9.5 
2017-2-2 1:15:00,3078,4.80 ,32.0 ,-5.92,831.0 ,74 ,8.2 
2017-2-2 1:30:00,3079,4.50 ,42.1 ,-5.97,830.7 ,75 ,9.6 
2017-2-2 1:45:00,3080,4.10 ,48.1 ,-6.01,831.0 ,75 ,10.6 
2017-2-2 2:00:00,3081,4.00 ,48.3 ,-6.04,831.0 ,75 ,10.8 
2017-2-2 2:15:00,3082,3.70 ,54.4 ,-6.07,831.0 ,76 ,9.1 
2017-2-2 2:30:00,3083,4.00 ,49.4 ,-6.09,831.0 ,76 ,8.6 
2017-2-2 2:45:00,3084,4.10 ,42.1 ,-6.07,831.0 ,76 ,7.8 
2017-2-2 3:00:00,3085,3.70 ,43.1 ,-6.03,831.0 ,76 ,7.9 
2017-2-2 3:15:00,3086,3.90 ,49.2 ,-5.98,831.0 ,75 ,9.9 
2017-2-2 3:30:00,3087,4.00 ,46.8 ,-5.95,831.0 ,75 ,10.2 
2017-2-2 3:45:00,3088,3.70 ,37.2 ,-5.94,831.0 ,75 ,10.6 
2017-2-2 4:00:00,3089,3.80 ,53.1 ,-5.91,831.0 ,75 ,8.6 
2017-2-2 4:15:00,3090,3.70 ,39.7 ,-5.89,831.0 ,75 ,9.4 
2017-2-2 4:30:00,3091,3.60 ,30.5 ,-5.75,831.0 ,75 ,9.7 
2017-2-2 4:45:00,3092,3.70 ,30.3 ,-5.67,831.6 ,74 ,10.3 
2017-2-2 5:00:00,3093,3.60 ,35.7 ,-5.73,831.3 ,74 ,10.5 
2017-2-2 5:15:00,3094,3.10 ,34.6 ,-5.62,831.6 ,74 ,9.0 
2017-2-2 5:30:00,3095,2.70 ,32.8 ,-5.54,831.0 ,74 ,8.0 
2017-2-2 5:45:00,3096,2.50 ,41.9 ,-5.47,831.0 ,74 ,9.4 
2017-2-2 6:00:00,3097,2.40 ,53.1 ,-5.27,831.0 ,74 ,10.9 
2017-2-2 6:15:00,3098,2.60 ,54.2 ,-5.13,831.0 ,73 ,9.4 
2017-2-2 6:30:00,3099,2.40 ,58.0 ,-5.09,831.0 ,73 ,9.0 
2017-2-2 6:45:00,3100,2.30 ,57.2 ,-4.93,830.0 ,73 ,12.5 
2017-2-2 7:00:00,3101,1.80 ,53.1 ,-4.88,830.0 ,73 ,13.2 
2017-2-2 7:15:00,3102,1.70 ,54.4 ,-4.78,830.0 ,73 ,10.8 
2017-2-2 7:30:00,3103,1.70 ,51.8 ,-4.56,830.0 ,73 ,7.2 
2017-2-2 7:45:00,3104,1.70 ,58.7 ,-4.55,830.0 ,73 ,3.0 
2017-2-2 8:00:00,3105,1.60 ,62.9 ,-4.35,830.0 ,72 ,2.7 
2017-2-2 8:15:00,3106,1.30 ,69.7 ,-4.26,829.3 ,72 ,2.3 
2017-2-2 8:30:00,3107,1.50 ,71.7 ,-4.23,829.0 ,72 ,3.3 
2017-2-2 8:45:00,3108,1.30 ,71.9 ,-4.01,829.0 ,71 ,4.4 
2017-2-2 9:00:00,3109,1.40 ,87.0 ,-3.75,829.0 ,71 ,4.0 
2017-2-2 9:15:00,3110,1.30 ,102.2 ,-3.49,829.0 ,71 ,3.7 
2017-2-2 9:30:00,3111,1.30 ,108.7 ,-2.84,829.0 ,69 ,3.8 
2017-2-2 9:45:00,3112,0.90 ,99.3 ,-2.17,829.0 ,67 ,3.5 
2017-2-2 10:00:00,3113,0.70 ,106.7 ,-1.79,829.0 ,64 ,1.8 
2017-2-2 10:15:00,3114,0.50 ,107.8 ,-1.60,829.0 ,64 ,0.9 
2017-2-2 10:30:00,3115,1.10 ,108.3 ,-1.73,829.0 ,64 ,0.6 
2017-2-2 10:45:00,3116,0.50 ,101.7 ,-1.60,829.0 ,64 ,0.3 
2017-2-2 11:00:00,3117,0.80 ,97.9 ,-1.75,829.0 ,64 ,0.3 
2017-2-2 11:15:00,3118,0.50 ,102.0 ,-1.95,829.0 ,65 ,0.2 
2017-2-2 11:30:00,3119,0.80 ,100.6 ,-2.21,829.0 ,66 ,0.4 
2017-2-2 11:45:00,3120,0.40 ,106.8 ,-2.16,830.0 ,66 ,0.4 
2017-2-2 12:00:00,3121,0.40 ,98.4 ,-2.13,830.0 ,66 ,0.1 
2017-2-2 12:15:00,3122,0.40 ,93.1 ,-2.33,829.6 ,66 ,0.2 
2017-2-2 12:30:00,3123,0.40 ,100.9 ,-2.58,829.0 ,67 ,1.9 
2017-2-2 12:45:00,3124,0.40 ,109.1 ,-2.76,829.0 ,68 ,4.5 
2017-2-2 13:00:00,3125,0.40 ,105.6 ,-2.91,829.6 ,68 ,4.3 
2017-2-2 13:15:00,3126,0.40 ,116.0 ,-3.02,830.0 ,69 ,2.6 
2017-2-2 13:30:00,3127,0.40 ,104.5 ,-3.22,830.0 ,70 ,1.6 
2017-2-2 13:45:00,3128,0.40 ,105.0 ,-3.34,830.0 ,71 ,1.2 
2017-2-2 14:00:00,3129,0.40 ,98.1 ,-3.51,830.0 ,71 ,1.6 
2017-2-2 14:15:00,3130,0.40 ,66.0 ,-3.53,830.0 ,72 ,1.6 
2017-2-2 14:30:00,3131,0.70 ,54.0 ,-3.68,830.0 ,71 ,2.3 
2017-2-2 14:45:00,3132,0.60 ,53.9 ,-3.91,830.0 ,72 ,4.6 
2017-2-2 15:00:00,3133,0.90 ,53.9 ,-4.06,830.0 ,73 ,6.2 
2017-2-2 15:15:00,3134,1.10 ,53.9 ,-4.20,830.0 ,73 ,10.2 
2017-2-2 15:30:00,3135,1.50 ,53.9 ,-4.40,830.0 ,74 ,11.8 
2017-2-2 15:45:00,3136,1.70 ,53.9 ,-4.53,830.0 ,75 ,10.5 
2017-2-2 16:00:00,3137,1.70 ,53.9 ,-4.63,830.0 ,75 ,9.6 
2017-2-2 16:15:00,3138,1.80 ,53.9 ,-4.63,830.0 ,76 ,11.9 
2017-2-2 16:30:00,3139,1.90 ,53.9 ,-4.79,830.0 ,76 ,14.9 
2017-2-2 16:45:00,3140,2.10 ,53.9 ,-4.97,830.0 ,77 ,14.2 
2017-2-2 17:00:00,3141,2.60 ,53.9 ,-5.03,830.0 ,78 ,15.2 
2017-2-2 17:15:00,3142,2.80 ,53.8 ,-4.94,830.0 ,77 ,21.9 
2017-2-2 17:30:00,3143,3.10 ,53.8 ,-5.07,830.0 ,78 ,27.2 
2017-2-2 17:45:00,3144,3.50 ,53.8 ,-4.98,830.0 ,78 ,25.5 
2017-2-2 18:00:00,3145,3.70 ,53.8 ,-4.77,829.3 ,77 ,27.3 
2017-2-2 18:15:00,3146,3.80 ,37.1 ,-5.15,829.0 ,78 ,31.1 
2017-2-2 18:30:00,3147,4.10 ,29.9 ,-5.26,829.0 ,79 ,40.3 
2017-2-2 18:45:00,3148,4.30 ,29.9 ,-5.04,829.0 ,78 ,41.5 
2017-2-2 19:00:00,3149,4.30 ,29.7 ,-5.06,829.0 ,78 ,43.6 
2017-2-2 19:15:00,3150,4.20 ,29.7 ,-5.08,829.0 ,78 ,42.3 
2017-2-2 19:30:00,3151,4.20 ,29.7 ,-5.15,829.0 ,78 ,41.4 
2017-2-2 19:45:00,3152,4.10 ,33.2 ,-5.38,829.0 ,79 ,40.3 
2017-2-2 20:00:00,3153,4.60 ,39.4 ,-5.24,829.0 ,78 ,48.3 
2017-2-2 20:15:00,3154,4.90 ,44.2 ,-5.37,828.5 ,79 ,57.7 
2017-2-2 20:30:00,3155,5.00 ,50.9 ,-6.02,827.9 ,80 ,60.9 
2017-2-2 20:45:00,3156,4.80 ,53.2 ,-6.20,827.9 ,81 ,64.6 
2017-2-2 21:00:00,3157,5.10 ,55.9 ,-6.22,827.9 ,82 ,51.3 
2017-2-2 21:15:00,3158,5.30 ,57.7 ,-5.93,828.2 ,81 ,40.1 
2017-2-2 21:30:00,3159,5.00 ,60.9 ,-5.82,827.9 ,81 ,31.9 
2017-2-2 21:45:00,3160,5.50 ,59.2 ,-5.95,827.9 ,82 ,20.0 
2017-2-2 22:00:00,3161,5.20 ,58.7 ,-6.19,828.7 ,82 ,11.1 
2017-2-2 22:15:00,3162,6.20 ,58.1 ,-5.99,828.2 ,82 ,17.8 
2017-2-2 22:30:00,3163,6.80 ,59.7 ,-5.95,827.9 ,82 ,28.3 
2017-2-2 22:45:00,3164,6.80 ,61.2 ,-6.13,827.9 ,83 ,18.5 
2017-2-2 23:00:00,3165,7.00 ,71.2 ,-6.20,827.9 ,83 ,13.6 
2017-2-2 23:15:00,3166,6.90 ,79.1 ,-6.12,827.9 ,83 ,7.3 
2017-2-2 23:30:00,3167,6.60 ,80.8 ,-6.01,827.9 ,83 ,7.6 
2017-2-2 23:45:00,3168,6.30 ,76.8 ,-6.06,827.9 ,83 ,15.3 
2017-2-3 0:00:00,3169,6.20 ,92.0 ,-6.21,827.9 ,84 ,18.3 
2017-2-3 0:15:00,3170,6.40 ,99.4 ,-6.21,827.9 ,84 ,18.1 
2017-2-3 0:30:00,3171,6.50 ,99.8 ,-6.37,827.9 ,85 ,16.3 
2017-2-3 0:45:00,3172,6.50 ,98.2 ,-6.49,827.7 ,85 ,15.2 
2017-2-3 1:00:00,3173,6.30 ,96.0 ,-6.56,827.0 ,86 ,14.5 
2017-2-3 1:15:00,3174,6.30 ,78.1 ,-6.60,827.0 ,86 ,13.8 
2017-2-3 1:30:00,3175,6.60 ,95.7 ,-6.67,827.0 ,86 ,16.9 
2017-2-3 1:45:00,3176,6.80 ,100.9 ,-7.03,827.0 ,87 ,15.9 
2017-2-3 2:00:00,3177,7.10 ,102.4 ,-7.09,827.0 ,88 ,10.6 
2017-2-3 2:15:00,3178,7.00 ,110.2 ,-7.17,827.3 ,88 ,10.4 
2017-2-3 2:30:00,3179,7.10 ,107.9 ,-6.98,827.7 ,88 ,15.8 
2017-2-3 2:45:00,3180,7.60 ,103.4 ,-6.77,827.9 ,87 ,12.9 
2017-2-3 3:00:00,3181,7.30 ,106.7 ,-6.37,827.9 ,87 ,11.9 
2017-2-3 3:15:00,3182,7.20 ,107.1 ,-6.28,827.9 ,86 ,11.9 
2017-2-3 3:30:00,3183,7.30 ,113.2 ,-5.81,828.3 ,86 ,11.5 
2017-2-3 3:45:00,3184,6.70 ,115.3 ,-5.30,829.0 ,86 ,11.7 
2017-2-3 4:00:00,3185,7.10 ,109.1 ,-4.36,828.6 ,84 ,10.8 
2017-2-3 4:15:00,3186,6.90 ,103.2 ,-3.42,828.3 ,82 ,6.5 
2017-2-3 4:30:00,3187,7.00 ,100.2 ,-3.02,829.0 ,80 ,4.1 
2017-2-3 4:45:00,3188,6.90 ,105.0 ,-2.37,828.7 ,77 ,1.3 
2017-2-3 5:00:00,3189,7.00 ,110.7 ,-2.05,829.0 ,76 ,0.0 
2017-2-3 5:15:00,3190,6.70 ,108.9 ,-1.58,829.0 ,74 ,0.1 
2017-2-3 5:30:00,3191,7.00 ,107.1 ,-1.60,829.0 ,73 ,1.0 
2017-2-3 5:45:00,3192,6.80 ,107.3 ,-0.87,828.3 ,71 ,6.5 
2017-2-3 6:00:00,3193,6.60 ,110.0 ,-0.35,827.9 ,70 ,10.8 
2017-2-3 6:15:00,3194,6.80 ,105.6 ,-0.31,827.9 ,69 ,12.2 
2017-2-3 6:30:00,3195,6.10 ,103.2 ,-0.20,827.9 ,66 ,19.2 
2017-2-3 6:45:00,3196,6.20 ,107.5 ,0.02,827.9 ,65 ,15.2 
2017-2-3 7:00:00,3197,6.50 ,104.6 ,0.25,827.9 ,64 ,15.9 
2017-2-3 7:15:00,3198,6.30 ,113.4 ,1.09,827.0 ,62 ,13.9 
2017-2-3 7:30:00,3199,5.90 ,107.6 ,1.57,827.0 ,61 ,13.7 
2017-2-3 7:45:00,3200,6.00 ,114.3 ,1.89,827.0 ,60 ,15.5 
2017-2-3 8:00:00,3201,6.00 ,121.9 ,2.00,827.0 ,58 ,12.9 
2017-2-3 8:15:00,3202,6.20 ,114.7 ,1.68,827.0 ,60 ,11.6 
2017-2-3 8:30:00,3203,6.00 ,108.9 ,1.85,827.0 ,59 ,23.8 
2017-2-3 8:45:00,3204,6.20 ,105.5 ,1.65,827.0 ,58 ,37.8 
2017-2-3 9:00:00,3205,6.30 ,108.1 ,1.21,827.0 ,55 ,37.9 
2017-2-3 9:15:00,3206,6.20 ,101.4 ,1.17,827.0 ,53 ,10.3 
2017-2-3 9:30:00,3207,6.50 ,100.4 ,1.68,827.0 ,50 ,12.0 
2017-2-3 9:45:00,3208,6.40 ,103.2 ,1.56,827.0 ,49 ,17.8 
2017-2-3 10:00:00,3209,6.80 ,106.9 ,1.16,827.0 ,46 ,8.1 
2017-2-3 10:15:00,3210,6.90 ,104.6 ,1.50,827.0 ,44 ,3.4 
2017-2-3 10:30:00,3211,6.80 ,107.7 ,1.36,827.0 ,44 ,10.6 
2017-2-3 10:45:00,3212,6.70 ,103.2 ,1.29,827.0 ,44 ,15.6 
2017-2-3 11:00:00,3213,6.80 ,102.9 ,0.84,827.0 ,44 ,16.7 
2017-2-3 11:15:00,3214,6.80 ,104.4 ,0.67,827.0 ,41 ,18.3 
2017-2-3 11:30:00,3215,6.20 ,101.2 ,0.55,827.0 ,40 ,20.9 
2017-2-3 11:45:00,3216,6.70 ,102.8 ,0.29,827.3 ,40 ,19.2 
2017-2-3 12:00:00,3217,6.30 ,105.9 ,-0.19,827.9 ,39 ,23.2 
2017-2-3 12:15:00,3218,6.20 ,106.6 ,-0.58,827.9 ,39 ,23.0 
2017-2-3 12:30:00,3219,6.40 ,103.5 ,-0.82,827.9 ,39 ,20.3 
2017-2-3 12:45:00,3220,5.80 ,111.3 ,-1.00,827.9 ,38 ,21.9 
2017-2-3 13:00:00,3221,6.00 ,115.4 ,-1.22,827.9 ,39 ,23.3 
2017-2-3 13:15:00,3222,5.50 ,118.8 ,-1.35,827.9 ,38 ,28.9 
2017-2-3 13:30:00,3223,5.80 ,117.0 ,-1.32,827.9 ,38 ,25.4 
2017-2-3 13:45:00,3224,5.70 ,112.8 ,-1.51,827.9 ,38 ,21.6 
2017-2-3 14:00:00,3225,5.10 ,122.6 ,-1.81,827.9 ,38 ,24.2 
2017-2-3 14:15:00,3226,4.70 ,124.5 ,-2.24,827.9 ,39 ,31.2 
2017-2-3 14:30:00,3227,4.60 ,125.9 ,-2.03,827.9 ,38 ,35.7 
2017-2-3 14:45:00,3228,4.60 ,123.8 ,-1.80,827.9 ,38 ,38.8 
2017-2-3 15:00:00,3229,4.60 ,121.7 ,-1.58,827.9 ,37 ,40.7 
2017-2-3 15:15:00,3230,4.20 ,116.8 ,-2.10,828.6 ,38 ,48.7 
2017-2-3 15:30:00,3231,4.20 ,118.4 ,-2.26,828.6 ,39 ,52.5 
2017-2-3 15:45:00,3232,4.20 ,103.0 ,-1.86,828.3 ,38 ,60.7 
2017-2-3 16:00:00,3233,4.00 ,111.8 ,-1.95,827.9 ,38 ,61.1 
2017-2-3 16:15:00,3234,3.70 ,115.1 ,-1.99,827.9 ,38 ,50.9 
2017-2-3 16:30:00,3235,3.40 ,120.4 ,-2.12,828.0 ,38 ,53.6 
2017-2-3 16:45:00,3236,3.60 ,129.5 ,-2.77,828.3 ,39 ,43.1 
2017-2-3 17:00:00,3237,3.50 ,120.3 ,-2.48,827.9 ,39 ,40.9 
2017-2-3 17:15:00,3238,3.10 ,119.5 ,-2.35,827.9 ,39 ,36.9 
2017-2-3 17:30:00,3239,3.00 ,121.1 ,-2.14,827.9 ,38 ,28.9 
2017-2-3 17:45:00,3240,2.90 ,116.9 ,-2.28,827.9 ,39 ,23.9 
2017-2-3 18:00:00,3241,2.90 ,111.7 ,-2.30,827.9 ,39 ,24.3 
2017-2-3 18:15:00,3242,2.70 ,119.8 ,-2.49,827.9 ,39 ,23.1 
2017-2-3 18:30:00,3243,2.60 ,114.1 ,-2.43,827.9 ,39 ,20.1 
2017-2-3 18:45:00,3244,2.50 ,107.0 ,-2.28,827.9 ,39 ,25.6 
2017-2-3 19:00:00,3245,2.60 ,102.8 ,-2.07,827.0 ,38 ,24.5 
2017-2-3 19:15:00,3246,2.30 ,106.8 ,-2.00,827.0 ,38 ,25.3 
2017-2-3 19:30:00,3247,2.10 ,104.6 ,-1.99,827.0 ,38 ,24.7 
2017-2-3 19:45:00,3248,1.90 ,98.5 ,-1.94,827.0 ,38 ,24.9 
2017-2-3 20:00:00,3249,1.70 ,101.8 ,-1.86,827.0 ,38 ,25.2 
2017-2-3 20:15:00,3250,1.60 ,115.3 ,-1.90,827.0 ,39 ,29.2 
2017-2-3 20:30:00,3251,1.50 ,118.6 ,-1.70,827.0 ,38 ,23.0 
2017-2-3 20:45:00,3252,1.10 ,135.2 ,-1.66,826.0 ,38 ,12.5 
2017-2-3 21:00:00,3253,0.60 ,137.0 ,-1.66,826.0 ,38 ,7.9 
2017-2-3 21:15:00,3254,1.00 ,124.6 ,-1.73,826.0 ,38 ,5.6 
2017-2-3 21:30:00,3255,1.40 ,120.7 ,-1.85,826.4 ,39 ,6.9 
2017-2-3 21:45:00,3256,0.70 ,119.5 ,-1.85,826.3 ,39 ,9.4 
2017-2-3 22:00:00,3257,0.80 ,115.3 ,-1.92,826.6 ,39 ,13.0 
2017-2-3 22:15:00,3258,1.20 ,114.5 ,-1.92,826.0 ,39 ,8.4 
2017-2-3 22:30:00,3259,1.20 ,112.9 ,-1.94,826.3 ,39 ,5.1 
2017-2-3 22:45:00,3260,1.80 ,111.9 ,-1.87,826.0 ,39 ,3.2 
2017-2-3 23:00:00,3261,1.90 ,108.8 ,-1.96,826.3 ,39 ,5.6 
2017-2-3 23:15:00,3262,2.20 ,101.7 ,-1.78,826.3 ,39 ,3.1 
2017-2-3 23:30:00,3263,2.90 ,76.9 ,-2.60,826.0 ,41 ,0.1 
2017-2-3 23:45:00,3264,3.30 ,83.5 ,-1.98,826.6 ,40 ,0.6 
2017-2-4 0:00:00,3265,3.70 ,69.0 ,-2.61,826.5 ,41 ,0.7 
2017-2-4 0:15:00,3266,4.50 ,59.9 ,-1.70,826.0 ,40 ,0.1 
2017-2-4 0:30:00,3267,6.20 ,56.8 ,-1.49,826.0 ,39 ,0.0 
